UNIQUE INTERNAL CODE,UPC (UNIVERSAL PRODUCT CODE),PRODUCT NAME,PRODUCT DESCRIPTION,PRODUCT PRICE,PRODUCT URL,IMAGE URL,CATEGORY,MANUFACTURER,STOCK STATUS,CONDITION (IF NOT NEW),MPN (MANUFACTURER PART NUMBER),PAYMENT TYPE,KEYWORDS,MSRP,SALE PRICE,GENDER,DEPARTMENT,SHIPPING COST,SIZE,SHIPPING WEIGHT,COLOR,PROMOTIONAL MESSAGE,ZIP CODE,CURRENCY,Item Group ID,Google Age Group,custom label 0
1801,605284024850,Smartwool Kid's Hike Medium Crew Sock - Navy,Taking two steps for every grown up`s one step kids try hard enough when it comes to exploring the great outdoors. A smaller version of Smartwool`s timeless classic the Hiking Medium Crew the Kid`s Hike does not fall short on the big-time comfort of our adult version. With soft luxurious SmartWool next to their skin and four color choices your kids` feet will be ready to go even if they`re not.,8.99,https://www.bobwards.com/smartwool-kids-hike-medium-crew-sock-394?color=NAVY&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smrtwool_10190_navy_10.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW190,"Visa, MasterCard, AmericanExpress, Discover","smartwool, kid's, hike, medium, crew, sock, SW190",11.95,8.99,u,FOOTWEAR,,M,1,Navy,Same Day Shipping,59801,USD,394,Kids,0-49
601862,607799002842,Transpack Edge Junior Ski Boot Bag - Black,There`s no better feeling while traveling than knowing that your gear is organized and safe: Transpack`s Edge Junior ski boot bag provides innovative bombproof protection for boots helmet and gear.,49.99,https://www.bobwards.com/transpack-edge-junior-ski-boot-bag-1137?color=BLACK,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/tsp_148_01black_f11.jpg,SKIS AND SKI EQUIPMENT>TRAVEL GEAR AND BAGS,Transpack,Y,New,148,"Visa, MasterCard, AmericanExpress, Discover","transpack, edge, junior, ski, boot, bag, 148",54.95,32.97,u,SKIS AND SKI EQUIPMENT,,,3,Black,Same Day Shipping,59801,USD,1137,Adult,0-49
5214,43907020207,Martin - Kilpatrick Cyclone Table Tennis Racquet,Get your old school game on with the Martin-Kilpatrick Cyclone based on racquets from the 1940`s. The pips-out surface with no sponge layer is more commonly referred to as `hardbat` which offers sharp crisp strokes. The Cyclone is great for control play and long rallies.,3.99,https://www.bobwards.com/martin--kilpatrick-cyclone-table-tennis-racquet-1572,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/58882-DEFAULT-l.jpg,SPORTS GEAR>RACQUET SPORTS>TABLE TENNIS,Martin - Kilpatrick,Y,New,2020,"Visa, MasterCard, AmericanExpress, Discover","martin, kilpatrick, cyclone, table, tennis, racquet, 2020",5,3.99,u,SPORTS GEAR,,,0.5,,Same Day Shipping,59801,USD,1572,Adult,0-49
5218,43907002012,Martin - Kilpatrick Cyclone 2 - Player Table Tennis Racket Set,Old-school racket used by the great players in the 1940`s. Great for control play and long rallies. Pips-out surface with no sponge layer more commonly referred to as `hardbat`. A hardbat racket will offer sharp crisp strokes. The pips-out surface provides a satisfactory amount of spin and helps reduce opponent`s spin.,7.99,https://www.bobwards.com/martin--kilpatrick-cyclone-2player-table-tennis-racket-set-1576,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/47198-DEFAULT-l.jpg,SPORTS GEAR>RACQUET SPORTS>TABLE TENNIS,Martin - Kilpatrick,Y,New,201,"Visa, MasterCard, AmericanExpress, Discover",,11,7.99,u,SPORTS GEAR,,,1,,Same Day Shipping,59801,USD,1576,Adult,0-49
201135,605284205044,Smartwool Women's Hiking Medium Crew Socks - Dark Cassis,This all-purpose three-season outdoor Smartwool sock was designed for rugged day hikes or moderate backpacking. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,11.37,https://www.bobwards.com/smartwool-womens-hiking-medium-crew-socks-2547?color=DARK%20CASSIS&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/swool_SW294_dkcassis_11.jpg,FOOTWEAR>SOCKS>CASUAL,Smartwool,Y,New,SW294,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Medium, Crew, Socks,SW294,10-294",18.95,11.37,f,FOOTWEAR,,M,0.5,Dark Cassis,Same Day Shipping,59801,USD,2547,Adult,0-49
671140,605284073636,Smartwool Women's Cable Sock - Black,Smartwool`s Cable Sock is your basic sock for any day. The Cable offers lightweight micro cushioning that works with every look.,10.17,https://www.bobwards.com/smartwool-womens-cable-sock-2548?color=BLACK&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/sw_sw711_001_12.jpg,FOOTWEAR>SOCKS>CASUAL,Smartwool,Y,New,SW711,"Visa, MasterCard, AmericanExpress, Discover","Smartwool, Women`s, Cable, Sock, sw711(10711), black, purpe, footwear,",16.95,10.17,f,FOOTWEAR,,S,0.5,Black,Same Day Shipping,59801,USD,2548,Adult,0-49
814036,605284564356,Smartwool Women's Cable Sock - Taupe Heather,Smartwool`s Cable Sock is your basic sock for any day. The Cable offers lightweight micro cushioning that works with every look.,10.17,https://www.bobwards.com/smartwool-womens-cable-sock-2548?color=TAUPE%20HEATHER&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/sw_sw711_929_12.jpg,FOOTWEAR>SOCKS>CASUAL,Smartwool,Y,New,SW711,"Visa, MasterCard, AmericanExpress, Discover","Smartwool, Women`s, Cable, Sock, sw711(10711), black, purpe, footwear,",16.95,10.17,f,FOOTWEAR,,M,0.5,Taupe Heather,Same Day Shipping,59801,USD,2548,Adult,0-49
13918,884791455856,Columbia Mckenzie Mountain Long Trench - Bluetime,McKenzie Mountain Long Trench combines sleek tradtional styling with updated function. Constructed of durable Nylon Expeditiontrade; Twill to handle the vigors of everyday hustle and bustle while the smooth fine mesh and satin lining make the inner soft and comfy.,36,https://www.bobwards.com/columbia-mckenzie-mountain-long-trench-3189?color=BLUETIME&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_WL3071_bluetime_0711.jpg,WOMENS CLOTHING>JACKETS AND VESTS,Columbia,Y,New,WL3071,"Visa, MasterCard, AmericanExpress, Discover",,90,36,f,WOMENS CLOTHING,,L,2,Bluetime,Same Day Shipping,59801,USD,3189,Adult,0-49
5219,43907000346,Martin - Kilpatrick Butterfly Series B Case,The Martin-Kilpatrick Butterfly B Case has padded front and back panels for protection. These racket cases are popular for carrying a single racket.,12.99,https://www.bobwards.com/martin--kilpatrick-butterfly-series-b-case-1577,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/47199-DEFAULT-l.jpg,SPORTS GEAR>RACQUET SPORTS>TABLE TENNIS,Martin - Kilpatrick,Y,New,BBLA,"Visa, MasterCard, AmericanExpress, Discover",,15,12.99,u,SPORTS GEAR,,,0.5,,Same Day Shipping,59801,USD,1577,Adult,0-49
5222,43907004016,Martin - Kilpatrick Mk One Star Table Tennis Balls : 6 Pack,Martin-Kilpatrick`s One Star Balls.,2.49,https://www.bobwards.com/martin--kilpatrick-mk-one-star-table-tennis-balls-6-pack-1580,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/58884-DEFAULT-l.jpg,SPORTS GEAR>RACQUET SPORTS>TABLE TENNIS,Martin - Kilpatrick,Y,New,M1W640,"Visa, MasterCard, AmericanExpress, Discover","martin, kilpatrick, one, star, balls, 6,pack, table, tennis, M1W640",3,2.49,u,SPORTS GEAR,,,0.5,,Same Day Shipping,59801,USD,1580,Adult,0-49
5223,43907010505,Martin - Kilpatrick Standard Net And Post Table Tennis Set,A standard net and post set for table tennis. Quick and simple to install. Thanks to the screw on metal clamps you`ll be serving your opponent up in no time. Next!,14.99,https://www.bobwards.com/martin--kilpatrick-standard-net-and-post-table-tennis-set-1581,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/47200-DEFAULT-l.jpg,SPORTS GEAR>RACQUET SPORTS>TABLE TENNIS,Martin - Kilpatrick,Y,New,T1050,"Visa, MasterCard, AmericanExpress, Discover","martin, kilpatrick, standard, net, post, table, tennis, set, T1050",18,14.99,u,SPORTS GEAR,,,1,,Same Day Shipping,59801,USD,1581,Adult,0-49
5668,46928532414,Swiss Army Recruit Multi - Tool,When the outdoors are calling you don`t just take a message. Get out there and enjoy - and bring your Recruit pocket knife with you. Whatever happens the Recruit is the helpful reliable all-rounder that you can count on. Keep it in your pocket for all your everyday adventures.,17.99,https://www.bobwards.com/swiss-army-recruit-multitool-1959,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/85723-DEFAULT-l.jpg,HUNTING>CUTTING TOOLS>FOLDING BLADE KNIFE,Swiss Army,Y,New,53241,"Visa, MasterCard, AmericanExpress, Discover","Swiss, Army, Recruit, Multi,Tool,53241,046928532414",25,17.99,u,HUNTING,,,0.5,,Same Day Shipping,59801,USD,1959,Adult,0-49
5672,46928533015,Swiss Army Camper Multi - Tool,When you`re out camping you don`t want to have to scrounge around for the tools you need. The Camper keeps them all in one handy tool. Every thing you`ll need from two sizes of blades a corkscrew can opener and even a wood saw. Loads of features all in a compact 3 1/2 inch body.,29.99,https://www.bobwards.com/swiss-army-camper-multitool-1963,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/20503-DEFAULT-l.jpg,HUNTING>MULTI-TOOLS,Swiss Army,Y,New,53301,"Visa, MasterCard, AmericanExpress, Discover",,50,29.99,u,HUNTING,,,1,,Same Day Shipping,59801,USD,1963,Adult,0-49
108892,605284169506,Smartwool Women's Hiking Light Crew Socks - Dark Brown,This light half-cushion from Smartwool is perfect for moderate hiking or aggressive walking. Designed for a woman`s foot. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,16.99,https://www.bobwards.com/smartwool-womens-hiking-light-crew-socks-2546?color=DARK%20BROWN&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/swool_SW293_dkbrn_11.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW293,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Light, Crew, Socks,SW293,10-293",17.95,16.99,f,FOOTWEAR,,S,0.5,Dark Brown,Same Day Shipping,59801,USD,2546,Adult,0-49
15391,738575023178,Merrell Mens Jungle Moc ( Midnight ) - Black,The classic Merrell `s Jungle Moc Shoe. Featuring easy slip on design and built with comfort in mind. The perfect after sport moc for complete foot pleasure!,79.95,https://www.bobwards.com/merrell-mens-jungle-moc-midnight-522?color=BLACK&size=8%2E5,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/77058-DEFAULT-l.jpg,FOOTWEAR>MENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60825,"Visa, MasterCard, AmericanExpress, Discover","merrell, mens, jungle, moc, leather, slip, on, apres, ski, sports",79.95,79.95,m,FOOTWEAR,0,8.5,1.5,Black,Free Shipping,59801,USD,522,Adult,50-99
5626,381200716,Burris 1 Inch . 22 Mounting Rings ( Medium / Black ),You could buy a pair of Burris solid steel rings purely for their beauty. But it`s their absolute unfailing strength that will earn your respect. Each ring is machined from a solid block of steel to exacting tolerances. The top and bottom are performance-matched. Ask any gunsmith.,27.99,https://www.bobwards.com/burris-1-inch-22-mounting-rings-mediumblack-1917,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/51226-DEFAULT-l.jpg,OPTICS>SCOPE RINGS AND BASES,Burris,Y,New,420071,"Visa, MasterCard, AmericanExpress, Discover",,30,27.99,u,OPTICS,,,0.5,,Same Day Shipping,59801,USD,1917,Adult,0-49
5655,381102102,Burris Supreme Universal Su One Piece Riflescope Base,Burris rugged Supreme Universal SU One Piece Riflescope Base will complement any rifle. For use with any standard rings (sold separately).,19.99,https://www.bobwards.com/burris-supreme-universal-su-one-piece-riflescope-base-1946,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/69695-DEFAULT-l.jpg,OPTICS>SCOPE RINGS AND BASES,Burris,Y,New,410210,"Visa, MasterCard, AmericanExpress, Discover","Burris, Supreme, Universal, SU, One, Piece, Riflescope, Base, 410210, optics.",27,19.99,u,OPTICS,,,1,,Same Day Shipping,59801,USD,1946,Adult,0-49
135287,692832329659,Columbia Women's Challenger Short - Bark,The Ladies Challenger Short is the trail short in perfection. It`s made from lightweight quick drying Omni-Dry fabric that offers great UV protection and moisture management that moves excess moisture away from your skin so you stay drier and more comfortable.,34.99,https://www.bobwards.com/columbia-womens-challenger-short-3229?color=BARK&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_TL4103_287_S08.jpg,WOMENS CLOTHING>PANTS AND SHORTS>TRAIL AND CASUAL SHORTS,Columbia,Y,New,TL4103,"Visa, MasterCard, AmericanExpress, Discover","columbia, women's, challenger, short, summer, casual, technical, hiking, biking, adventure, climb, TL4103",40,34.99,f,WOMENS CLOTHING,,S,1.5,Bark,Same Day Shipping,59801,USD,3229,Adult,0-49
15386,738575023109,Merrell Women's Jungle Moc ( Classic Taupe ) - Tan,Relax in comfort after a long hike with the classic Merrells women`s Jungle Moc slip-on shoes. Your feet support you all day on the trail walking the dog and on the town. Isn`t it time you did something to support them? Featuring an easy slip-on design and built with comfort in mind the Merrell Jungle Moc for women is the perfect gift for your feet.,79.95,https://www.bobwards.com/merrell-womens-jungle-moc-classic-taupe-3361?color=TAN&size=9,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/67881-DEFAULT-l.jpg,FOOTWEAR>WOMENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60802,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Women`s, Jungle, Moc,J60802",79.95,79.95,f,FOOTWEAR,0,9,2,Tan,Free Shipping,59801,USD,3361,Adult,50-99
15393,738575023314,Merrell Women's Jungle Moc ( Midnight ) - Black,The classic Merrell`s Jungle Moc Shoe. Featuring easy slip on design and built with comfort in mind. The perfect after sport moc.,79.95,https://www.bobwards.com/merrell-womens-jungle-moc-midnight-3362?color=BLACK&size=6%2E5,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/56246-DEFAULT-l.jpg,FOOTWEAR>WOMENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60826,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Women`s, Jungle, Moc, Midnight,J60826",79.95,79.95,f,FOOTWEAR,0,6.5,2,Black,Free Shipping,59801,USD,3362,Adult,50-99
201132,605284205013,Smartwool Women's Hiking Light Crew Socks - Petrol Blue,This light half-cushion from Smartwool is perfect for moderate hiking or aggressive walking. Designed for a woman`s foot. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,16.99,https://www.bobwards.com/smartwool-womens-hiking-light-crew-socks-2546?color=PETROL%20BLUE&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/swool_SW293_484_11.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW293,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Light, Crew, Socks,SW293,10-293",17.95,16.99,f,FOOTWEAR,,M,0.5,Petrol Blue,Same Day Shipping,59801,USD,2546,Adult,0-49
793264,605284446973,Smartwool Women's Hiking Light Crew Socks - Grape,This light half-cushion from Smartwool is perfect for moderate hiking or aggressive walking. Designed for a woman`s foot. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,16.99,https://www.bobwards.com/smartwool-womens-hiking-light-crew-socks-2546?color=GRAPE&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/SW293_532.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW293,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Light, Crew, Socks,SW293,10-293",17.95,16.99,f,FOOTWEAR,,M,0.5,Grape,Same Day Shipping,59801,USD,2546,Adult,0-49
108893,605284169513,Smartwool Women's Hiking Light Crew Socks - Dark Brown,This light half-cushion from Smartwool is perfect for moderate hiking or aggressive walking. Designed for a woman`s foot. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,16.99,https://www.bobwards.com/smartwool-womens-hiking-light-crew-socks-2546?color=DARK%20BROWN&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/swool_SW293_dkbrn_11.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW293,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Light, Crew, Socks,SW293,10-293",17.95,16.99,f,FOOTWEAR,,M,0.5,Dark Brown,Same Day Shipping,59801,USD,2546,Adult,0-49
108894,605284169520,Smartwool Women's Hiking Light Crew Socks - Dark Brown,This light half-cushion from Smartwool is perfect for moderate hiking or aggressive walking. Designed for a woman`s foot. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,16.99,https://www.bobwards.com/smartwool-womens-hiking-light-crew-socks-2546?color=DARK%20BROWN&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/swool_SW293_dkbrn_11.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW293,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Light, Crew, Socks,SW293,10-293",17.95,16.99,f,FOOTWEAR,,L,0.5,Dark Brown,Same Day Shipping,59801,USD,2546,Adult,0-49
15387,738575023116,Merrell Women's Jungle Moc ( Classic Taupe ) - Tan,Relax in comfort after a long hike with the classic Merrells women`s Jungle Moc slip-on shoes. Your feet support you all day on the trail walking the dog and on the town. Isn`t it time you did something to support them? Featuring an easy slip-on design and built with comfort in mind the Merrell Jungle Moc for women is the perfect gift for your feet.,79.95,https://www.bobwards.com/merrell-womens-jungle-moc-classic-taupe-3361?color=TAN&size=9%2E5,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/67881-DEFAULT-l.jpg,FOOTWEAR>WOMENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60802,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Women`s, Jungle, Moc,J60802",79.95,79.95,f,FOOTWEAR,0,9.5,2,Tan,Free Shipping,59801,USD,3361,Adult,50-99
136071,87839022700,Fox River Mens Wick Dry Explorer Socks - Khaki,These heavyweight crew socks are perfectly suited to winter wear as well as demanding trail conditions with Thermolite fabric to help keep your feet warm dry and comfortable.,9.99,https://www.bobwards.com/fox-river-mens-wick-dry-explorer-socks-3467?color=KHAKI&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/fr_2362_khaki_091.jpg,FOOTWEAR>SOCKS>HIKING,Fox River,Y,New,2362,"Visa, MasterCard, AmericanExpress, Discover","fox, river, socks, wick, dry, explorer, men's, 2362",12,9.99,m,FOOTWEAR,,L,1,Khaki,Same Day Shipping,59801,USD,3467,Adult,0-49
15395,738575023338,Merrell Women's Jungle Moc ( Midnight ) - Black,The classic Merrell`s Jungle Moc Shoe. Featuring easy slip on design and built with comfort in mind. The perfect after sport moc.,79.95,https://www.bobwards.com/merrell-womens-jungle-moc-midnight-3362?color=BLACK&size=7%2E5,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/56246-DEFAULT-l.jpg,FOOTWEAR>WOMENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60826,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Women`s, Jungle, Moc, Midnight,J60826",79.95,79.95,f,FOOTWEAR,0,7.5,2,Black,Free Shipping,59801,USD,3362,Adult,50-99
15396,738575023345,Merrell Women's Jungle Moc ( Midnight ) - Black,The classic Merrell`s Jungle Moc Shoe. Featuring easy slip on design and built with comfort in mind. The perfect after sport moc.,79.95,https://www.bobwards.com/merrell-womens-jungle-moc-midnight-3362?color=BLACK&size=8,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/56246-DEFAULT-l.jpg,FOOTWEAR>WOMENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60826,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Women`s, Jungle, Moc, Midnight,J60826",79.95,79.95,f,FOOTWEAR,0,8,2,Black,Free Shipping,59801,USD,3362,Adult,50-99
713024,605284446904,Smartwool Women's Hiking Light Crew Socks - Lime,This light half-cushion from Smartwool is perfect for moderate hiking or aggressive walking. Designed for a woman`s foot. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,16.99,https://www.bobwards.com/smartwool-womens-hiking-light-crew-socks-2546?color=LIME&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/swool_SW293_lime_11.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW293,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Light, Crew, Socks,SW293,10-293",17.95,16.99,f,FOOTWEAR,,S,0.5,Lime,Same Day Shipping,59801,USD,2546,Adult,0-49
793265,605284446980,Smartwool Women's Hiking Light Crew Socks - Grape,This light half-cushion from Smartwool is perfect for moderate hiking or aggressive walking. Designed for a woman`s foot. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,16.99,https://www.bobwards.com/smartwool-womens-hiking-light-crew-socks-2546?color=GRAPE&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/SW293_532.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW293,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Light, Crew, Socks,SW293,10-293",17.95,16.99,f,FOOTWEAR,,L,0.5,Grape,Same Day Shipping,59801,USD,2546,Adult,0-49
13886,884791679009,Columbia Women's Payton Springs Shirt Jacket - British Tan,The Payton Springs takes the best of two worlds great comfort and fit of a shirt with the classic styling and look of a casual jacket. Use with layers to create a cute little number for a night on the town. Button up front with collar built-in waist adjustment front button pockets and zip-close security pocket on upper sleeve.,37.5,https://www.bobwards.com/columbia-womens-payton-springs-shirt-jacket-3186?color=BRITISH%20TAN&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/32717.jpg,WOMENS CLOTHING>JACKETS AND VESTS,Columbia,Y,New,AL7014,"Visa, MasterCard, AmericanExpress, Discover",,75,37.5,f,WOMENS CLOTHING,,M,2,British Tan,Same Day Shipping,59801,USD,3186,Adult,0-49
15586,87171160276,Kershaw Chive Folding Blade Knife ( Pink ),Kershaw`s Chive series features SpeedSafe ambidextrous opening system for smooth easy opening by both right and left-handed users. Closed the Chive is less than three inches long-perfect for pocket carry. The blade is made of high-carbon 420HC stainless steel for good edge retention easy resharpening and excellent toughness.,44.99,https://www.bobwards.com/kershaw-chive-folding-blade-knife-pink-3380,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/58784-DEFAULT-l.jpg,HUNTING>CUTTING TOOLS>FOLDING BLADE KNIFE,Kershaw,Y,New,1600PINK,"Visa, MasterCard, AmericanExpress, Discover","kershaw, chive, folding, blade, knife, pink, 1600",67.99,44.99,u,HUNTING,,,0.5,,Same Day Shipping,59801,USD,3380,Adult,0-49
15401,738575023390,Merrell Women's Jungle Moc ( Midnight ) - Black,The classic Merrell`s Jungle Moc Shoe. Featuring easy slip on design and built with comfort in mind. The perfect after sport moc.,79.95,https://www.bobwards.com/merrell-womens-jungle-moc-midnight-3362?color=BLACK&size=11,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/56246-DEFAULT-l.jpg,FOOTWEAR>WOMENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60826,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Women`s, Jungle, Moc, Midnight,J60826",79.95,79.95,f,FOOTWEAR,0,11,2,Black,Free Shipping,59801,USD,3362,Adult,50-99
15402,33753071935,Buck Stockman Knife,Traditional convenient and multi-purpose is Buck Knives Stockman Knife. The Stockman is designed with three convenient blades. The clip point blade is good for detail work the spey blade is perfect for skinning or sweeping knife strokes and the sheepsfoot blade is perfect for giving a clean cut especially on a flat cutting surface.,24.99,https://www.bobwards.com/buck-stockman-knife-3363,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/54907-DEFAULT-l.jpg,HUNTING>CUTTING TOOLS>FOLDING BLADE KNIFE,Buck,Y,New,0371BRS,"Visa, MasterCard, AmericanExpress, Discover","Buck, Knives, Stockman, Knife, 0373brs, hunting,",35,24.99,u,HUNTING,,,1,,Same Day Shipping,59801,USD,3363,Adult,0-49
15587,87171162003,Kershaw Scallion Folding Blade Knife,Kershaw `s Ken Onion`s Scallion offers high performance styling and all the convenience of the SpeedSafe ambidextrous assisted opening system. It`s ideal for everyday carrying. The blade is built of high-carbon 420HC stainless steel for good edge retention and excellent corrosion resistance.,44.99,https://www.bobwards.com/kershaw-scallion-folding-blade-knife-3381,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/65330-DEFAULT-l.jpg,HUNTING>CUTTING TOOLS>FOLDING BLADE KNIFE,Kershaw,Y,New,1620,"Visa, MasterCard, AmericanExpress, Discover","kershaw, scallion, folding, blade, knife, 1620",64.99,44.99,u,HUNTING,,,0.5,,Same Day Shipping,59801,USD,3381,Adult,0-49
136072,87839022847,Fox River Mens Wick Dry Explorer Socks - Khaki,These heavyweight crew socks are perfectly suited to winter wear as well as demanding trail conditions with Thermolite fabric to help keep your feet warm dry and comfortable.,9.99,https://www.bobwards.com/fox-river-mens-wick-dry-explorer-socks-3467?color=KHAKI&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/fr_2362_khaki_091.jpg,FOOTWEAR>SOCKS>HIKING,Fox River,Y,New,2362,"Visa, MasterCard, AmericanExpress, Discover","fox, river, socks, wick, dry, explorer, men's, 2362",12,9.99,m,FOOTWEAR,,XL,1,Khaki,Same Day Shipping,59801,USD,3467,Adult,0-49
183965,61492106946,Gordini Girl's Youth Aquablock Glove - Black / Light Grey,Keep your little one`s fingers protected this winter season with the Aquablock Glove from Gordini . This winter glove features ultra warm Megaloft insulation package as well as waterproof/windproof Aquabloc inserts.,19.99,https://www.bobwards.com/gordini-girls-youth-aquablock-glove-3498?color=BLACK%20%2F%20LIGHT%20GREY&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/gordini_2g824_bg_13 copy.jpg,"KIDS CLOTHING>HATS, GLOVES, AND ACCESSORIES>SKI AND SNOWBOARD GLOVES",Gordini,Y,New,2G824,"Visa, MasterCard, AmericanExpress, Discover","Gordini, Girl`s, Youth, Aquablock, Glove,2g824, black, blue, winter, ski,",27,19.99,u,KIDS CLOTHING,,M,1,Black / Light Grey,Same Day Shipping,59801,USD,3498,Kids,0-49
