UNIQUE INTERNAL CODE,UPC (UNIVERSAL PRODUCT CODE),PRODUCT NAME,PRODUCT DESCRIPTION,PRODUCT PRICE,PRODUCT URL,IMAGE URL,CATEGORY,MANUFACTURER,STOCK STATUS,CONDITION (IF NOT NEW),MPN (MANUFACTURER PART NUMBER),PAYMENT TYPE,KEYWORDS,MSRP,SALE PRICE,GENDER,DEPARTMENT,SHIPPING COST,SIZE,SHIPPING WEIGHT,COLOR,PROMOTIONAL MESSAGE,ZIP CODE,CURRENCY,Item Group ID,Google Age Group,custom label 0
713063,605284449080,Smartwool Youth Hiking Light Crew - Lavender,Because it`s easy for kids to rack up the miles on their feet Smartwool`s created a miniature version of the popular Light Hiking sock. With a half-cushion sole kids can slip these on during summer and winter alike. The perfect all-purpose sock for kids.,7.99,https://www.bobwards.com/smartwool-youth-hiking-light-crew-392?color=LAVENDER&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smatw_sw191_511_12.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW191,"Visa, MasterCard, AmericanExpress, Discover","smartwool, kid's, hiking, light, crew, sock, SW191",10.95,7.99,u,FOOTWEAR,,L,0.5,Lavender,Same Day Shipping,59801,USD,392,Kids,0-49
713075,605284452066,Smartwool Kid's Hike Medium Crew Sock - Peony,Taking two steps for every grown up`s one step kids try hard enough when it comes to exploring the great outdoors. A smaller version of Smartwool`s timeless classic the Hiking Medium Crew the Kid`s Hike does not fall short on the big-time comfort of our adult version. With soft luxurious SmartWool next to their skin and four color choices your kids` feet will be ready to go even if they`re not.,10.99,https://www.bobwards.com/smartwool-kids-hike-medium-crew-sock-394?color=PEONY&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smartw_sw190_599_12.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW190,"Visa, MasterCard, AmericanExpress, Discover","smartwool, kid's, hike, medium, crew, sock, SW190",11.95,10.99,u,FOOTWEAR,,L,1,Peony,Same Day Shipping,59801,USD,394,Kids,0-49
201140,605284204993,Smartwool Trekking Heavy Crew Socks - Loden,When the terrain gets heavy you`ll be glad to sport these fully cushioned trekking socks. Heavy full-cushioning provides shock absorption offers insulation against the elements and supports under weighty loads. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable.,18.99,https://www.bobwards.com/smartwool-trekking-heavy-crew-socks-367?color=LODEN&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smatw_sw131_031_12.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW131,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Trekking, Heavy, Crew, Socks,SW131,10-131",20.95,18.99,m,FOOTWEAR,,XL,0.5,Loden,Same Day Shipping,59801,USD,367,Adult,0-49
1730,605284001202,Smartwool Mountaineering Extra Heavy Mid - Calf Socks - Gray / Crimson,Smartwool`s Extra-heavy full-cushioning keeps your feet warm and dry when you`re mountaineering ice climbing and multi-day backpacking. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable.,21.99,https://www.bobwards.com/smartwool-mountaineering-extra-heavy-midcalf-socks-369?color=GRAY%2FCRIMSON&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/39242-DEFAULT-l.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW133,"Visa, MasterCard, AmericanExpress, Discover",,23.95,21.99,m,FOOTWEAR,,XL,0.5,Gray / Crimson,Same Day Shipping,59801,USD,369,Adult,0-49
650975,605284365168,Smartwool Hunting Heavy Crew Socks - Brown,Heavy full-cushioning is great for people on their feet all day and need an ultra-durable sock. Features Smartwool`s original technical fit system that allows your foot and sock to flex without bunching. Now made using WOW technology.,19.99,https://www.bobwards.com/smartwool-hunting-heavy-crew-socks-390?color=BROWN&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/swool_SW276_brown_11.jpg,FOOTWEAR>SOCKS>HUNTING,Smartwool,Y,New,SW276,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Hunting, Heavy, Crew, Socks,SW276,10-276",21.95,19.99,m,FOOTWEAR,,XL,0.5,Brown,Same Day Shipping,59801,USD,390,Adult,0-49
793290,605284589311,Smartwool Kid's Hike Medium Crew Sock - Brown,Taking two steps for every grown up`s one step kids try hard enough when it comes to exploring the great outdoors. A smaller version of Smartwool`s timeless classic the Hiking Medium Crew the Kid`s Hike does not fall short on the big-time comfort of our adult version. With soft luxurious SmartWool next to their skin and four color choices your kids` feet will be ready to go even if they`re not.,8.99,https://www.bobwards.com/smartwool-kids-hike-medium-crew-sock-394?color=BROWN&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smartw_sw190_214_12.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW190,"Visa, MasterCard, AmericanExpress, Discover","smartwool, kid's, hike, medium, crew, sock, SW190",11.95,8.99,u,FOOTWEAR,,M,1,Brown,Same Day Shipping,59801,USD,394,Kids,0-49
143065,605284001455,Smartwool Hiking Medium Crew Socks - Sage,A good all-purpose three-season outdoor Smartwool sock designed for rugged day hikes or lightweight backpacking. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable.,17.99,https://www.bobwards.com/smartwool-hiking-medium-crew-socks-365?color=SAGE&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/sw_sw130_sage_13.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW130,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Hiking, Medium, Crew, Socks,SW130,10-130",18.95,17.99,m,FOOTWEAR,,M,0.5,Sage,Same Day Shipping,59801,USD,365,Adult,0-49
2262,738575023253,Merrell Mens Jungle Moc ( Midnight ) - Black,The classic Merrell `s Jungle Moc Shoe. Featuring easy slip on design and built with comfort in mind. The perfect after sport moc for complete foot pleasure!,79.95,https://www.bobwards.com/merrell-mens-jungle-moc-midnight-522?color=BLACK&size=13,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/77058-DEFAULT-l.jpg,FOOTWEAR>MENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60825,"Visa, MasterCard, AmericanExpress, Discover","merrell, mens, jungle, moc, leather, slip, on, apres, ski, sports",79.95,79.95,m,FOOTWEAR,0,13,1.5,Black,Free Shipping,59801,USD,522,Adult,50-99
609965,738575023260,Merrell Mens Jungle Moc ( Midnight ) - Black,The classic Merrell `s Jungle Moc Shoe. Featuring easy slip on design and built with comfort in mind. The perfect after sport moc for complete foot pleasure!,79.95,https://www.bobwards.com/merrell-mens-jungle-moc-midnight-522?color=BLACK&size=14,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/77058-DEFAULT-l.jpg,FOOTWEAR>MENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60825,"Visa, MasterCard, AmericanExpress, Discover","merrell, mens, jungle, moc, leather, slip, on, apres, ski, sports",79.95,79.95,m,FOOTWEAR,0,14,1.5,Black,Free Shipping,59801,USD,522,Adult,50-99
109172,56552548880,Kamik Youth Girl's Snowdash 2 Winter Boot - Pink,Keep young feet warm and dry during winter adventures with Kamik `s Snowdash 2 winter boot featuring waterproof construction and a washable removable felt liner for insulation.,14.99,https://www.bobwards.com/kamik-youth-girls-snowdash-2-winter-boot-678?color=PINK&size=6,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/wk4301_pink.jpg,FOOTWEAR>KIDS FOOTWEAR>INSULATED AND WINTER BOOTS,Kamik,Y,New,WK4301,"Visa, MasterCard, AmericanExpress, Discover","kamik, youth, girl's, snowdash, 2, winter, boot",50,10.49,u,FOOTWEAR,,6,2,Pink,Same Day Shipping,59801,USD,678,Kids,0-49
126398,605284025024,Smartwool Youth Hiking Light Crew - Taupe Marl,Because it`s easy for kids to rack up the miles on their feet Smartwool`s created a miniature version of the popular Light Hiking sock. With a half-cushion sole kids can slip these on during summer and winter alike. The perfect all-purpose sock for kids.,7.99,https://www.bobwards.com/smartwool-youth-hiking-light-crew-392?color=TAUPE%20MARL&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/SW191_taupemarl.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW191,"Visa, MasterCard, AmericanExpress, Discover","smartwool, kid's, hiking, light, crew, sock, SW191",10.95,7.99,u,FOOTWEAR,,S,0.5,Taupe Marl,Same Day Shipping,59801,USD,392,Kids,0-49
1810,29858106009,"Palco Flying Colors Premium Airsoft Bbs (. 12g / 10 , 000 Count )",Premium Flying Colors ammunition for airsoft pistols and rifles jug of 10000/ .12g/ 6mm BBs with carry top for easy transport.,14.99,https://www.bobwards.com/palco-flying-colors-premium-airsoft-bbs-12g10000-count-398,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/81792-DEFAULT-l.jpg,PAINTBALL/AIRSOFT>AIRSOFT>ACCESSORIES,Palco,Y,New,P610K,"Visa, MasterCard, AmericanExpress, Discover","Palco, Flying, Colors, Premium, Airsoft, BBs,.12g,10,000, count,P610K",20,14.99,u,PAINTBALL/AIRSOFT,,,4,,Same Day Shipping,59801,USD,398,Adult,0-49
2242,738575120815,Merrell Mens Jungle Moc Nubuck - Leather,Discover the perfect choice in comfort and style after a day on the trail with the men`s Jungle Moc Nubuck. With the sturdy construction and fashionable design of these casual shoes for men you won`t want to take them off! Merrell`s nubuck shoes for men are supportive durable and versatile making them your go-to shoe for outdoor activities.,94.95,https://www.bobwards.com/merrell-mens-jungle-moc-nubuck-520?color=LEATHER&size=11,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/69134-DEFAULT-l.jpg,FOOTWEAR>MENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60831,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Mens, Jungle, Moc, Nubuck,J60831",94.95,94.95,m,FOOTWEAR,0,11,3,Leather,Free Shipping,59801,USD,520,Adult,50-99
2257,738575023208,Merrell Mens Jungle Moc ( Midnight ) - Black,The classic Merrell `s Jungle Moc Shoe. Featuring easy slip on design and built with comfort in mind. The perfect after sport moc for complete foot pleasure!,79.95,https://www.bobwards.com/merrell-mens-jungle-moc-midnight-522?color=BLACK&size=10,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/77058-DEFAULT-l.jpg,FOOTWEAR>MENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60825,"Visa, MasterCard, AmericanExpress, Discover","merrell, mens, jungle, moc, leather, slip, on, apres, ski, sports",79.95,79.95,m,FOOTWEAR,0,10,1.5,Black,Free Shipping,59801,USD,522,Adult,50-99
2241,738575120808,Merrell Mens Jungle Moc Nubuck - Leather,Discover the perfect choice in comfort and style after a day on the trail with the men`s Jungle Moc Nubuck. With the sturdy construction and fashionable design of these casual shoes for men you won`t want to take them off! Merrell`s nubuck shoes for men are supportive durable and versatile making them your go-to shoe for outdoor activities.,94.95,https://www.bobwards.com/merrell-mens-jungle-moc-nubuck-520?color=LEATHER&size=10%2E5,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/69134-DEFAULT-l.jpg,FOOTWEAR>MENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60831,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Mens, Jungle, Moc, Nubuck,J60831",94.95,94.95,m,FOOTWEAR,0,10.5,3,Leather,Free Shipping,59801,USD,520,Adult,50-99
3753,841158002245,Crocs Youth Classic Clog - Black,The Crocs Kids` Classic formerly called the Cayman a clog shoe so comfortable your children won`t take them off. The Kids` Classic features a molded croslite footbed for comfort and ventilation holes that are perfect for their favorite Jibbitz brand charms. The Crocs Kids` Classic clog offers fun and comfort anytime kids need a shoe.,27.99,https://www.bobwards.com/crocs-youth-classic-clog-763?color=BLACK&size=1,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/crocs_10006_black_S101.jpg,FOOTWEAR>KIDS FOOTWEAR>SANDALS,Crocs,Y,New,10006,"Visa, MasterCard, AmericanExpress, Discover","crocs, youth, cayman, clog, shoe, casual, beach, purple, orange, light, blue, lime, fuchsia, coral, black, dahlia, 10006",27.99,27.99,u,FOOTWEAR,,1,0.5,Black,Same Day Shipping,59801,USD,763,Kids,0-49
3758,841158002252,Crocs Youth Classic Clog - Black,The Crocs Kids` Classic formerly called the Cayman a clog shoe so comfortable your children won`t take them off. The Kids` Classic features a molded croslite footbed for comfort and ventilation holes that are perfect for their favorite Jibbitz brand charms. The Crocs Kids` Classic clog offers fun and comfort anytime kids need a shoe.,27.99,https://www.bobwards.com/crocs-youth-classic-clog-763?color=BLACK&size=2,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/crocs_10006_black_S101.jpg,FOOTWEAR>KIDS FOOTWEAR>SANDALS,Crocs,Y,New,10006,"Visa, MasterCard, AmericanExpress, Discover","crocs, youth, cayman, clog, shoe, casual, beach, purple, orange, light, blue, lime, fuchsia, coral, black, dahlia, 10006",27.99,27.99,u,FOOTWEAR,,2,0.5,Black,Same Day Shipping,59801,USD,763,Kids,0-49
601864,607799002866,Transpack Edge Junior Ski Boot Bag - Red,There`s no better feeling while traveling than knowing that your gear is organized and safe: Transpack`s Edge Junior ski boot bag provides innovative bombproof protection for boots helmet and gear.,49.99,https://www.bobwards.com/transpack-edge-junior-ski-boot-bag-1137?color=RED,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/tsp_148_04red_f11.jpg,SKIS AND SKI EQUIPMENT>TRAVEL GEAR AND BAGS,Transpack,Y,New,148,"Visa, MasterCard, AmericanExpress, Discover","transpack, edge, junior, ski, boot, bag, 148",54.95,32.97,u,SKIS AND SKI EQUIPMENT,,,3,Red,Same Day Shipping,59801,USD,1137,Adult,0-49
5623,381200525,Burris Standard Medium Matte Black Rings,Dovetail Front Windage Adjustable Rear,31.99,https://www.bobwards.com/burris-standard-medium-matte-black-rings-1914,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/60182-DEFAULT-l.jpg,OPTICS>SCOPE RINGS AND BASES,Burris,Y,New,420052,"Visa, MasterCard, AmericanExpress, Discover",,35,31.99,u,OPTICS,,,1,,Same Day Shipping,59801,USD,1914,Adult,0-49
5624,381202000,Burris Standard Steel Rings Universal Dovetail ( High / Matte ),You could buy a pair of Burris solid steel rings purely for their beauty. But it`s their absolute unfailing strength that will earn your respect. Each ring is machined from a solid block of steel to exacting tolerances. The top and bottom are performance-matched. Ask any gunsmith.,31.99,https://www.bobwards.com/burris-standard-steel-rings-universal-dovetail-highmatte-1915,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/51236-DEFAULT-l.jpg,OPTICS>SCOPE RINGS AND BASES,Burris,Y,New,420200,"Visa, MasterCard, AmericanExpress, Discover",,35,31.99,u,OPTICS,,,0.5,,Same Day Shipping,59801,USD,1915,Adult,0-49
126360,605284002957,Smartwool Trekking Heavy Crew Socks - Taupe,When the terrain gets heavy you`ll be glad to sport these fully cushioned trekking socks. Heavy full-cushioning provides shock absorption offers insulation against the elements and supports under weighty loads. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable.,18.99,https://www.bobwards.com/smartwool-trekking-heavy-crew-socks-367?color=TAUPE&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/s_SW131(10131)_236_14.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW131,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Trekking, Heavy, Crew, Socks,SW131,10-131",20.95,18.99,m,FOOTWEAR,,M,0.5,Taupe,Same Day Shipping,59801,USD,367,Adult,0-49
1788,605284078167,Smartwool Hunting Heavy Crew Socks - Brown / Forest,Heavy full-cushioning is great for people on their feet all day and need an ultra-durable sock. Features Smartwool`s original technical fit system that allows your foot and sock to flex without bunching. Now made using WOW technology.,19.99,https://www.bobwards.com/smartwool-hunting-heavy-crew-socks-390?color=BROWN%2FFOREST&size=XL,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smartw_sw276_214_12.jpg,FOOTWEAR>SOCKS>HUNTING,Smartwool,Y,New,SW276,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Hunting, Heavy, Crew, Socks,SW276,10-276",21.95,19.99,m,FOOTWEAR,,XL,0.5,Brown / Forest,Same Day Shipping,59801,USD,390,Adult,0-49
5215,43907216280,Martin - Kilpatrick Tsunami Table Tennis Racket,The Tsunami offers a more aggressive topsheet than that of the Blaze which will provide more spin. Meets ITTF`s red/black color rule stating one side of racket must be black and other red. Martin Kilpatrick Racket Series The Martin Kilpatrick Racket Series offers the sporting goods outlets key price points for their table tennis assortment.,11.99,https://www.bobwards.com/martin--kilpatrick-tsunami-table-tennis-racket-1573,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/47197-DEFAULT-l.jpg,SPORTS GEAR>RACQUET SPORTS>TABLE TENNIS,Martin - Kilpatrick,Y,New,2T1628,"Visa, MasterCard, AmericanExpress, Discover",,15,11.99,u,SPORTS GEAR,,,1,,Same Day Shipping,59801,USD,1573,Adult,0-49
5621,381200112,Burris Standard Steel Rings Universal Dovetail ( Low / Gloss ),You could buy a pair of Burris solid steel rings purely for their beauty. But it`s their absolute unfailing strength that will earn your respect. Each ring is machined from a solid block of steel to exacting tolerances. The top and bottom are performance-matched. Ask any gunsmith.,16.49,https://www.bobwards.com/burris-standard-steel-rings-universal-dovetail-lowgloss-1912,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/51230-DEFAULT-l.jpg,OPTICS>SCOPE RINGS AND BASES,Burris,Y,New,420011,"Visa, MasterCard, AmericanExpress, Discover",,30,16.49,u,OPTICS,,,0.5,,Same Day Shipping,59801,USD,1912,Adult,0-49
7171,713370215041,Hang Ten Mens Shorty 3 / 2mm Spring Wetsuit,The Hang Ten Men`s 3/2 Spring suit is a shorty wetsuit perfect for any cool water activity.,40,https://www.bobwards.com/hang-ten-mens-shorty-32mm-spring-wetsuit-2269?size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/56233-DEFAULT-l.jpg,WATER SPORTS>NEOPRENE SUITS,Hang Ten,Y,New,HT400K,"Visa, MasterCard, AmericanExpress, Discover",,80,40,m,WATER SPORTS,,M,3,,Same Day Shipping,59801,USD,2269,Adult,0-49
18957,881988504083,Columbia Women's Edgewater Chino - Stone,Garment enzyme stonewashed cotton Chisel fabric imparts a gentle hand to this classic chino pant that only improves over time. For comfort in the sun and durability on outdoor adventures the ladies Edgewater Chino is there for you.,22.5,https://www.bobwards.com/columbia-womens-edgewater-chino-2717?color=STONE&size=6,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/col_AL8371_stone_S061.jpg,WOMENS CLOTHING>PANTS AND SHORTS>CASUAL PANTS,Columbia,Y,New,AL8371,"Visa, MasterCard, AmericanExpress, Discover",,45,22.5,f,WOMENS CLOTHING,,6,1.5,Stone,Same Day Shipping,59801,USD,2717,Adult,0-49
11642,884791060258,Columbia Infant Snow Powder Bunting - Isla,Cute MTR fleece bunting suit with attractive designs polyester Slimtech insulation and hood. Keep `em warm and looking good at the same time! Soft fabric and radial sleeves will make it easy for them to move arms and legs.,30,https://www.bobwards.com/columbia-infant-snow-powder-bunting-2772?color=ISLA&size=6MO,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/13757-DEFAULT-l.jpg,KIDS CLOTHING>WINTER SUITS,Columbia,Y,New,SN0146,"Visa, MasterCard, AmericanExpress, Discover",,60,30,u,KIDS CLOTHING,,6MO,2,Isla,Same Day Shipping,59801,USD,2772,Kids,0-49
751184,605284132562,Smartwool Women's Hiking Light Crew Socks - Light Grey,This light half-cushion from Smartwool is perfect for moderate hiking or aggressive walking. Designed for a woman`s foot. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,16.99,https://www.bobwards.com/smartwool-womens-hiking-light-crew-socks-2546?color=LIGHT%20GREY&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smatw_sw294_054_12.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW293,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Light, Crew, Socks,SW293,10-293",17.95,16.99,f,FOOTWEAR,,L,0.5,Light Grey,Same Day Shipping,59801,USD,2546,Adult,0-49
126358,605284132593,Smartwool Women's Hiking Medium Crew Socks - Taupe,This all-purpose three-season outdoor Smartwool sock was designed for rugged day hikes or moderate backpacking. Arch brace holds the sock in place and adds additional support. Flat-knit toe seam keeps you comfortable throughout the day.,11.37,https://www.bobwards.com/smartwool-womens-hiking-medium-crew-socks-2547?color=TAUPE&size=L,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/swool_SW294_taupe_11.jpg,FOOTWEAR>SOCKS>CASUAL,Smartwool,Y,New,SW294,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Women`s, Hiking, Medium, Crew, Socks,SW294,10-294",18.95,11.37,f,FOOTWEAR,,L,0.5,Taupe,Same Day Shipping,59801,USD,2547,Adult,0-49
13190,9283030032,Everlast Youth Boxing Gloves,With the quality you expect from Everlast these high performance youth boxing gloves are fully padded and feature two layer sandwiched foam for increased protection. These gloves are ready for some serious training with bags or in the ring!,14.99,https://www.bobwards.com/everlast-youth-boxing-gloves-3073,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/84296-DEFAULT-l.jpg,SPORTS GEAR>FITNESS>BOXING,Everlast,Y,New,3003,"Visa, MasterCard, AmericanExpress, Discover","everlast, youth, boxing, gloves, 3003",18,14.99,u,SPORTS GEAR,,,2,,Same Day Shipping,59801,USD,3073,Kids,0-49
15383,738575023079,Merrell Women's Jungle Moc ( Classic Taupe ) - Tan,Relax in comfort after a long hike with the classic Merrells women`s Jungle Moc slip-on shoes. Your feet support you all day on the trail walking the dog and on the town. Isn`t it time you did something to support them? Featuring an easy slip-on design and built with comfort in mind the Merrell Jungle Moc for women is the perfect gift for your feet.,79.95,https://www.bobwards.com/merrell-womens-jungle-moc-classic-taupe-3361?color=TAN&size=7%2E5,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/67881-DEFAULT-l.jpg,FOOTWEAR>WOMENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60802,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Women`s, Jungle, Moc,J60802",79.95,79.95,f,FOOTWEAR,0,7.5,2,Tan,Free Shipping,59801,USD,3361,Adult,50-99
2261,738575023246,Merrell Mens Jungle Moc ( Midnight ) - Black,The classic Merrell `s Jungle Moc Shoe. Featuring easy slip on design and built with comfort in mind. The perfect after sport moc for complete foot pleasure!,79.95,https://www.bobwards.com/merrell-mens-jungle-moc-midnight-522?color=BLACK&size=12,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/77058-DEFAULT-l.jpg,FOOTWEAR>MENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60825,"Visa, MasterCard, AmericanExpress, Discover","merrell, mens, jungle, moc, leather, slip, on, apres, ski, sports",79.95,79.95,m,FOOTWEAR,0,12,1.5,Black,Free Shipping,59801,USD,522,Adult,50-99
122453,607799000138,Transpack Xt1 Ski Boot Backpack - Red,Transpack`s perfect gear bag that gives your boots helmet and other items an organized portable home as well as making for an easy and comfortable carry.,79.95,https://www.bobwards.com/transpack-xt1-ski-boot-backpack-1135?color=RED,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/tsp_359_04redblack_f11.jpg,SKIS AND SKI EQUIPMENT>TRAVEL GEAR AND BAGS,Transpack,Y,New,3359,"Visa, MasterCard, AmericanExpress, Discover","transpack, xt, 1, ski, boot, backpack, 359",89.95,79.95,u,SKIS AND SKI EQUIPMENT,0,,3,Red,Free Shipping,59801,USD,1135,Adult,50-99
793289,605284589298,Smartwool Kid's Hike Medium Crew Sock - Brown,Taking two steps for every grown up`s one step kids try hard enough when it comes to exploring the great outdoors. A smaller version of Smartwool`s timeless classic the Hiking Medium Crew the Kid`s Hike does not fall short on the big-time comfort of our adult version. With soft luxurious SmartWool next to their skin and four color choices your kids` feet will be ready to go even if they`re not.,8.99,https://www.bobwards.com/smartwool-kids-hike-medium-crew-sock-394?color=BROWN&size=S,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smartw_sw190_214_12.jpg,FOOTWEAR>SOCKS>HIKING,Smartwool,Y,New,SW190,"Visa, MasterCard, AmericanExpress, Discover","smartwool, kid's, hike, medium, crew, sock, SW190",11.95,8.99,u,FOOTWEAR,,S,1,Brown,Same Day Shipping,59801,USD,394,Kids,0-49
2239,738575120785,Merrell Mens Jungle Moc Nubuck - Leather,Discover the perfect choice in comfort and style after a day on the trail with the men`s Jungle Moc Nubuck. With the sturdy construction and fashionable design of these casual shoes for men you won`t want to take them off! Merrell`s nubuck shoes for men are supportive durable and versatile making them your go-to shoe for outdoor activities.,94.95,https://www.bobwards.com/merrell-mens-jungle-moc-nubuck-520?color=LEATHER&size=9%2E5,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/69134-DEFAULT-l.jpg,FOOTWEAR>MENS FOOTWEAR>CASUAL SHOES,Merrell,Y,New,J60831,"Visa, MasterCard, AmericanExpress, Discover","Merrell, Mens, Jungle, Moc, Nubuck,J60831",94.95,94.95,m,FOOTWEAR,0,9.5,3,Leather,Free Shipping,59801,USD,520,Adult,50-99
96127,605284078143,Smartwool Hunting Heavy Crew Socks - Brown / Forest,Heavy full-cushioning is great for people on their feet all day and need an ultra-durable sock. Features Smartwool`s original technical fit system that allows your foot and sock to flex without bunching. Now made using WOW technology.,19.99,https://www.bobwards.com/smartwool-hunting-heavy-crew-socks-390?color=BROWN%2FFOREST&size=M,http://bobwards-hyperstatic.appspot.com/w=480-h=480/www.bobwards.com/prodimages/alt_images/smartw_sw276_214_12.jpg,FOOTWEAR>SOCKS>HUNTING,Smartwool,Y,New,SW276,"Visa, MasterCard, AmericanExpress, Discover","SmartWool, Hunting, Heavy, Crew, Socks,SW276,10-276",21.95,19.99,m,FOOTWEAR,,M,0.5,Brown / Forest,Same Day Shipping,59801,USD,390,Adult,0-49
